s0,s1,s2a,s2b
0.88201,0.06915,0.04546,0.00338
0.04444,0.90349,0.00786,0.04420
0.88957,0.09543,0.01033,0.00467
0.75790,0.17622,0.05726,0.00862
0.95853,0.02722,0.01292,0.00133
0.96796,0.01992,0.01114,0.00097
0.04253,0.89758,0.01597,0.04391
0.43470,0.35396,0.19402,0.01732
0.97479,0.01488,0.00960,0.00073
0.85952,0.12287,0.01159,0.00601
0.95852,0.02723,0.01292,0.00133
0.97452,0.01502,0.00973,0.00073
0.15793,0.76643,0.03814,0.03750
0.85700,0.12532,0.01155,0.00613
0.94677,0.03652,0.01493,0.00179
0.44360,0.42733,0.10817,0.02091
0.36613,0.52876,0.07924,0.02587
0.81280,0.16607,0.01301,0.00812
0.95853,0.02722,0.01292,0.00133
0.81883,0.11896,0.05639,0.00582
0.89174,0.09343,0.01027,0.00457
0.10193,0.84843,0.00814,0.04151
0.95850,0.02724,0.01293,0.00133
0.95771,0.02785,0.01308,0.00136
0.97490,0.01479,0.00959,0.00072
0.85975,0.12266,0.01159,0.00600
0.79057,0.17150,0.02954,0.00839
0.97565,0.01419,0.00946,0.00069
0.81005,0.15273,0.02975,0.00747
0.47931,0.46055,0.03760,0.02253
0.95854,0.02721,0.01292,0.00133
0.95965,0.02718,0.01184,0.00133
0.19173,0.70769,0.06595,0.03462
0.95850,0.02724,0.01293,0.00133
0.06740,0.87517,0.01461,0.04282
0.01014,0.93379,0.01039,0.04568
0.95855,0.02721,0.01292,0.00133
0.95854,0.02721,0.01292,0.00133
0.96797,0.01991,0.01114,0.00097
0.19540,0.75938,0.00806,0.03715
0.10358,0.66946,0.19421,0.03275
0.96752,0.02019,0.01130,0.00099
0.87967,0.10483,0.01037,0.00513
0.57919,0.31567,0.08970,0.01544
0.96797,0.01991,0.01114,0.00097
0.93880,0.04348,0.01559,0.00213
0.97452,0.01502,0.00973,0.00073
0.88184,0.06924,0.04553,0.00339
0.85844,0.12392,0.01158,0.00606
0.82340,0.11602,0.05491,0.00568
0.00993,0.91358,0.03179,0.04470
0.62408,0.32286,0.03726,0.01580
0.04444,0.83995,0.07451,0.04109
0.18870,0.73384,0.04155,0.03590
0.82913,0.14974,0.01380,0.00733
0.97470,0.01483,0.00974,0.00073
0.95855,0.02721,0.01292,0.00133
0.95479,0.02998,0.01376,0.00147
0.20430,0.68930,0.07267,0.03372
0.83823,0.12134,0.03450,0.00594
0.16655,0.73403,0.06351,0.03591
0.89416,0.06618,0.03642,0.00324
0.12694,0.60675,0.23662,0.02968
0.59326,0.37989,0.00826,0.01859
0.35479,0.47927,0.14249,0.02345
0.95854,0.02721,0.01292,0.00133
0.95855,0.02721,0.01292,0.00133
0.87915,0.07133,0.04603,0.00349
0.95771,0.02785,0.01308,0.00136
0.74617,0.21416,0.02920,0.01048
0.42352,0.39075,0.16661,0.01912
0.96799,0.01990,0.01114,0.00097
0.82289,0.11640,0.05502,0.00569
0.00396,0.92670,0.02400,0.04534
0.95780,0.02778,0.01306,0.00136
0.96796,0.01992,0.01114,0.00097
0.69944,0.27079,0.01652,0.01325
0.93049,0.04965,0.01742,0.00243
0.71697,0.20420,0.06884,0.00999
0.97487,0.01481,0.00959,0.00072
0.96763,0.02019,0.01119,0.00099
0.01826,0.93275,0.00336,0.04563
0.30306,0.63998,0.02565,0.03131
0.19012,0.73817,0.03560,0.03611
0.21068,0.73904,0.01412,0.03616
0.04691,0.90283,0.00608,0.04417
0.95797,0.02759,0.01309,0.00135
0.95801,0.02772,0.01291,0.00136
0.97514,0.01456,0.00959,0.00071
0.03888,0.90251,0.01445,0.04415
0.95855,0.02721,0.01292,0.00133
0.85550,0.12614,0.01219,0.00617
0.92737,0.05241,0.01765,0.00256
0.56464,0.31313,0.10691,0.01532
0.96737,0.02049,0.01114,0.00100
0.97489,0.01480,0.00959,0.00072
0.78543,0.14835,0.05896,0.00726
0.95855,0.02721,0.01292,0.00133
0.95853,0.02722,0.01292,0.00133
0.75938,0.21767,0.01229,0.01065
0.21126,0.73867,0.01393,0.03614
0.95713,0.02823,0.01325,0.00138
0.85434,0.09117,0.05003,0.00446
0.85695,0.12537,0.01155,0.00613
0.85587,0.09023,0.04949,0.00441
0.95851,0.02724,0.01292,0.00133
0.07811,0.87356,0.00558,0.04274
0.93194,0.04873,0.01695,0.00238
0.93876,0.04310,0.01602,0.00211
0.96797,0.01992,0.01114,0.00097
0.05762,0.88618,0.01285,0.04335
0.95855,0.02721,0.01292,0.00133
0.96799,0.01990,0.01114,0.00097
0.94348,0.03907,0.01554,0.00191
0.97482,0.01486,0.00960,0.00073
0.87952,0.07140,0.04558,0.00349
0.59250,0.24111,0.15460,0.01180
0.95854,0.02721,0.01292,0.00133
0.74516,0.20331,0.04158,0.00995
0.87998,0.07135,0.04519,0.00349
0.92605,0.03751,0.03460,0.00184
0.19267,0.70695,0.06580,0.03459
0.84825,0.13320,0.01203,0.00652
0.93327,0.04722,0.01721,0.00231
0.82190,0.11732,0.05504,0.00574
0.97427,0.01515,0.00984,0.00074
0.95845,0.02728,0.01294,0.00133
0.94222,0.03966,0.01618,0.00194
0.95779,0.02793,0.01291,0.00137
0.95854,0.02721,0.01292,0.00133
0.65543,0.29401,0.03618,0.01438
0.50677,0.31201,0.16595,0.01526
0.95852,0.02723,0.01292,0.00133
0.85008,0.13171,0.01176,0.00644
0.00841,0.93759,0.00813,0.04587
0.63559,0.31481,0.03419,0.01540
0.85910,0.12328,0.01159,0.00603
0.85386,0.09090,0.05079,0.00445
0.97477,0.01478,0.00973,0.00072
0.42849,0.38766,0.16488,0.01897
0.00890,0.94419,0.00072,0.04619
0.98514,0.00752,0.00697,0.00037
0.22678,0.72301,0.01483,0.03537
0.95855,0.02721,0.01292,0.00133
0.95780,0.02778,0.01306,0.00136
0.15158,0.56998,0.25056,0.02789
0.48586,0.48285,0.00767,0.02362
0.66886,0.30921,0.00680,0.01513
0.89283,0.09327,0.00934,0.00456
0.95855,0.02721,0.01292,0.00133
0.25577,0.69971,0.01029,0.03423
0.84811,0.13332,0.01204,0.00652
0.04418,0.90276,0.00890,0.04417
0.00634,0.89381,0.05612,0.04373
0.85843,0.12394,0.01157,0.00606
0.64073,0.30766,0.03656,0.01505
0.95855,0.02721,0.01292,0.00133
0.95851,0.02724,0.01292,0.00133
0.87718,0.10697,0.01061,0.00523
0.48465,0.38642,0.11002,0.01891
0.95780,0.02778,0.01306,0.00136
0.85911,0.12328,0.01159,0.00603
0.81668,0.12048,0.05695,0.00589
0.50961,0.45982,0.00808,0.02250
0.21451,0.46892,0.29363,0.02294
0.19271,0.75699,0.01327,0.03703
0.97490,0.01479,0.00959,0.00072
0.85696,0.12535,0.01156,0.00613
0.00160,0.94925,0.00271,0.04644
0.77012,0.20504,0.01481,0.01003
0.97565,0.01419,0.00946,0.00069
0.97453,0.01501,0.00972,0.00073
0.50736,0.43353,0.03790,0.02121
0.95197,0.03157,0.01491,0.00154
0.94686,0.03659,0.01475,0.00179
0.18553,0.77012,0.00667,0.03768
0.05090,0.83163,0.07679,0.04069
0.86326,0.11814,0.01281,0.00578
0.22305,0.71256,0.02954,0.03486
0.83816,0.12140,0.03450,0.00594
0.97514,0.01456,0.00959,0.00071
0.95034,0.03264,0.01543,0.00160
0.80756,0.13108,0.05495,0.00641
0.81146,0.12489,0.05755,0.00611
0.53329,0.41037,0.03626,0.02008
0.96799,0.01990,0.01114,0.00097
0.49979,0.46908,0.00819,0.02295
0.94626,0.03700,0.01492,0.00181
0.04941,0.90308,0.00333,0.04418
0.54325,0.39922,0.03801,0.01953
0.96799,0.01990,0.01114,0.00097
0.23020,0.66189,0.07553,0.03238
0.81854,0.11915,0.05648,0.00583
0.30491,0.59003,0.07619,0.02887
0.67701,0.27522,0.03430,0.01346
0.96796,0.01992,0.01114,0.00097
0.57414,0.31250,0.09807,0.01529
0.77721,0.15534,0.05986,0.00760
0.97469,0.01484,0.00975,0.00073
0.23468,0.71530,0.01503,0.03499
0.52032,0.36832,0.09334,0.01802
0.14903,0.79904,0.01283,0.03909
0.85725,0.12495,0.01169,0.00611
0.41796,0.54772,0.00752,0.02680
0.79977,0.13890,0.05453,0.00680
0.78338,0.14870,0.06064,0.00727
0.67646,0.27498,0.03511,0.01345
0.06402,0.87485,0.01833,0.04280
0.81853,0.11916,0.05649,0.00583
0.24954,0.65852,0.05972,0.03222
0.01018,0.92568,0.01885,0.04529
0.93800,0.04320,0.01669,0.00211
0.54570,0.41291,0.02119,0.02020
0.95852,0.02723,0.01292,0.00133
0.13499,0.70464,0.12590,0.03447
0.86432,0.10021,0.03056,0.00490
0.95853,0.02722,0.01292,0.00133
0.95854,0.02721,0.01292,0.00133
0.55222,0.27880,0.15534,0.01364
0.19191,0.73841,0.03355,0.03613
0.54880,0.39692,0.03486,0.01942
0.16164,0.76232,0.03875,0.03730
0.95854,0.02721,0.01292,0.00133
0.97469,0.01484,0.00975,0.00073
0.80137,0.17641,0.01359,0.00863
0.81046,0.16932,0.01193,0.00828
0.54271,0.41724,0.01964,0.02041
0.19773,0.73297,0.03344,0.03586
0.96797,0.01991,0.01114,0.00097
0.91271,0.07446,0.00919,0.00364
0.95853,0.02722,0.01292,0.00133
0.94361,0.03870,0.01579,0.00189
0.23735,0.66146,0.06882,0.03236
0.85375,0.12816,0.01182,0.00627
0.22351,0.63434,0.11111,0.03103
0.81977,0.11875,0.05567,0.00581
0.28320,0.67823,0.00539,0.03318
0.95855,0.02721,0.01292,0.00133
0.81972,0.11830,0.05619,0.00579
0.05696,0.88993,0.00957,0.04354
0.96772,0.02007,0.01122,0.00098
0.03120,0.88358,0.04200,0.04323
0.93693,0.04440,0.01650,0.00217
0.85530,0.09119,0.04906,0.00446
0.22433,0.73414,0.00562,0.03592
0.18889,0.74308,0.03168,0.03635
0.53997,0.40315,0.03716,0.01972
0.47873,0.46335,0.03524,0.02267
0.85979,0.08384,0.05226,0.00410
0.97514,0.01456,0.00959,0.00071
0.00858,0.94328,0.00199,0.04615
0.92149,0.05875,0.01689,0.00287
0.95666,0.02868,0.01326,0.00140
0.85704,0.10784,0.02985,0.00528
0.19926,0.61687,0.15369,0.03018
0.04315,0.89730,0.01566,0.04390
0.20273,0.74657,0.01417,0.03652
0.26968,0.68241,0.01453,0.03339
0.81894,0.12115,0.05399,0.00593
0.80794,0.13004,0.05566,0.00636
0.62342,0.32457,0.03613,0.01588
0.97482,0.01485,0.00960,0.00073
0.85934,0.12290,0.01175,0.00601
0.95854,0.02721,0.01292,0.00133
0.29816,0.62687,0.04430,0.03067
0.17488,0.72445,0.06523,0.03544
0.96796,0.01992,0.01114,0.00097
0.83860,0.10249,0.05390,0.00501
0.83206,0.12685,0.03489,0.00621
0.85935,0.12304,0.01159,0.00602
0.91161,0.07528,0.00943,0.00368
0.02046,0.89622,0.03948,0.04385
0.95854,0.02721,0.01292,0.00133
0.52729,0.42964,0.02204,0.02102
0.14789,0.71289,0.10435,0.03488
0.39661,0.49003,0.08939,0.02397
0.24609,0.64390,0.07851,0.03150
0.95853,0.02722,0.01292,0.00133
0.95548,0.02923,0.01386,0.00143
0.20221,0.74744,0.01378,0.03657
0.79605,0.16258,0.03341,0.00795
0.66988,0.28158,0.03477,0.01378
0.91817,0.06940,0.00904,0.00340
0.85557,0.12670,0.01153,0.00620
0.90122,0.08559,0.00900,0.00419
0.26850,0.52586,0.17990,0.02573
0.18977,0.76436,0.00847,0.03740
0.88429,0.06786,0.04454,0.00332
0.79648,0.16256,0.03300,0.00795
0.18741,0.73419,0.04248,0.03592
0.96796,0.01992,0.01114,0.00097
0.96767,0.02021,0.01114,0.00099
0.85843,0.12393,0.01158,0.00606
0.95854,0.02721,0.01292,0.00133
0.84153,0.13955,0.01210,0.00683
0.89293,0.09228,0.01028,0.00451
0.36938,0.44304,0.16591,0.02167
0.78822,0.18901,0.01351,0.00925
0.95855,0.02721,0.01292,0.00133
0.75528,0.19899,0.03600,0.00974
0.86064,0.12181,0.01159,0.00596
0.80949,0.17617,0.00573,0.00862
0.21409,0.71252,0.03853,0.03486
0.62659,0.23886,0.12286,0.01169
0.81702,0.12016,0.05694,0.00588
0.18823,0.71164,0.06532,0.03482
0.92861,0.05148,0.01739,0.00252
0.95854,0.02721,0.01292,0.00133
0.85702,0.12529,0.01155,0.00613
0.46101,0.35982,0.16157,0.01760
0.95855,0.02721,0.01292,0.00133
0.51807,0.42500,0.03614,0.02079
0.81465,0.13790,0.04070,0.00675
0.04185,0.88192,0.03308,0.04315
0.95853,0.02722,0.01292,0.00133
0.84833,0.13339,0.01175,0.00653
0.95855,0.02720,0.01292,0.00133
0.96765,0.02023,0.01114,0.00099
0.62642,0.34899,0.00751,0.01707
0.95852,0.02722,0.01292,0.00133
0.24872,0.65045,0.06900,0.03182
0.37770,0.58548,0.00818,0.02864
0.86347,0.11874,0.01198,0.00581
0.18495,0.76963,0.00776,0.03765
0.95810,0.02763,0.01292,0.00135
0.79339,0.18667,0.01081,0.00913
0.66291,0.28762,0.03539,0.01407
0.95853,0.02722,0.01292,0.00133
0.09804,0.83022,0.03112,0.04062
0.97468,0.01484,0.00975,0.00073
0.95862,0.02714,0.01291,0.00133
0.82961,0.11185,0.05307,0.00547
0.83297,0.12664,0.03419,0.00620
0.96749,0.02028,0.01123,0.00099
0.95852,0.02723,0.01292,0.00133
0.85927,0.10553,0.03004,0.00516
0.06597,0.83736,0.05569,0.04097
0.97514,0.01456,0.00959,0.00071
0.97464,0.01495,0.00968,0.00073
0.95855,0.02721,0.01292,0.00133
0.58358,0.36335,0.03529,0.01778
0.75972,0.21530,0.01445,0.01053
0.29003,0.63237,0.04666,0.03094
0.95853,0.02722,0.01292,0.00133
0.72733,0.22134,0.04050,0.01083
0.44780,0.49086,0.03733,0.02401
0.17435,0.74931,0.03968,0.03666
0.49193,0.32334,0.16891,0.01582
0.92859,0.05149,0.01740,0.00252
0.95862,0.02714,0.01291,0.00133
0.91612,0.07137,0.00902,0.00349
0.54348,0.39987,0.03708,0.01956
0.93843,0.04251,0.01697,0.00208
0.16078,0.53989,0.27291,0.02641
0.90968,0.06711,0.01993,0.00328
0.96797,0.01991,0.01114,0.00097
0.94695,0.03653,0.01473,0.00179
0.96799,0.01990,0.01114,0.00097
0.91620,0.06091,0.01991,0.00298
0.95854,0.02721,0.01292,0.00133
0.69044,0.28861,0.00682,0.01412
0.79870,0.16056,0.03288,0.00786
0.95780,0.02778,0.01306,0.00136
0.75989,0.18229,0.04891,0.00892
0.19783,0.75174,0.01365,0.03678
0.95846,0.02727,0.01293,0.00133
0.21102,0.69406,0.06097,0.03396
0.55088,0.31613,0.11752,0.01547
0.82055,0.13838,0.03430,0.00677
0.97482,0.01486,0.00960,0.00073
0.48047,0.33734,0.16569,0.01650
0.05054,0.89494,0.01073,0.04378
0.85000,0.13179,0.01176,0.00645
0.01105,0.94238,0.00047,0.04610
0.04549,0.90297,0.00736,0.04418
0.04847,0.90382,0.00349,0.04422
0.58300,0.36184,0.03745,0.01770
0.97482,0.01486,0.00960,0.00073
0.95614,0.02879,0.01366,0.00141
0.95854,0.02721,0.01292,0.00133
0.16339,0.75547,0.04418,0.03696
0.97513,0.01456,0.00959,0.00071
0.85574,0.12654,0.01154,0.00619
0.97483,0.01485,0.00960,0.00073
0.92642,0.05333,0.01764,0.00261
0.88216,0.06948,0.04497,0.00340
0.88412,0.06795,0.04460,0.00332
0.23357,0.69102,0.04160,0.03381
0.82349,0.15769,0.01110,0.00771
0.47553,0.40977,0.09465,0.02005
0.95850,0.02724,0.01292,0.00133
0.53223,0.34028,0.11085,0.01665
0.85007,0.13171,0.01177,0.00644
0.50208,0.45087,0.02499,0.02206
0.81103,0.12527,0.05756,0.00613
0.95538,0.02947,0.01371,0.00144
0.56617,0.37967,0.03559,0.01857
0.85699,0.12533,0.01155,0.00613
0.97513,0.01456,0.00959,0.00071
0.93691,0.04650,0.01431,0.00228
0.84000,0.10668,0.04810,0.00522
0.80419,0.16973,0.01777,0.00830
0.31867,0.63435,0.01594,0.03103
0.83830,0.10227,0.05443,0.00500
0.86043,0.12138,0.01225,0.00594
0.97476,0.01478,0.00973,0.00072
0.97430,0.01512,0.00983,0.00074
0.18800,0.71451,0.06254,0.03496
0.92767,0.05216,0.01763,0.00255
0.97431,0.01506,0.00989,0.00074
0.95850,0.02725,0.01292,0.00133
0.47467,0.34533,0.16310,0.01689
0.00761,0.87924,0.07013,0.04302
0.88001,0.10450,0.01037,0.00511
0.20119,0.72081,0.04273,0.03526
0.85498,0.12712,0.01168,0.00622
0.85009,0.13171,0.01176,0.00644
0.20915,0.74118,0.01341,0.03626
0.52703,0.41577,0.03685,0.02034
0.61812,0.34570,0.01926,0.01691
0.53846,0.41903,0.02201,0.02050
0.33906,0.62290,0.00756,0.03047
0.07826,0.78370,0.09970,0.03834
0.95771,0.02785,0.01308,0.00136
0.95854,0.02721,0.01292,0.00133
0.81896,0.11887,0.05635,0.00582
0.95073,0.03235,0.01534,0.00158
0.00768,0.93233,0.01438,0.04561
0.95854,0.02721,0.01292,0.00133
0.95726,0.02828,0.01307,0.00138
0.67903,0.28669,0.02026,0.01403
0.02670,0.64791,0.29369,0.03170
0.82164,0.11718,0.05545,0.00573
0.95862,0.02715,0.01291,0.00133
0.95854,0.02722,0.01292,0.00133
0.62900,0.32182,0.03344,0.01574
0.05933,0.84143,0.05807,0.04117
0.81146,0.12489,0.05755,0.00611
0.86358,0.11864,0.01198,0.00580
0.95855,0.02721,0.01292,0.00133
0.00931,0.94388,0.00063,0.04618
0.95854,0.02721,0.01292,0.00133
0.16477,0.60874,0.19671,0.02978
0.19176,0.75752,0.01366,0.03706
0.95862,0.02715,0.01291,0.00133
0.95744,0.02794,0.01326,0.00137
0.81320,0.12279,0.05800,0.00601
0.77857,0.15529,0.05854,0.00760
0.95855,0.02721,0.01292,0.00133
0.07788,0.85982,0.02023,0.04207
0.92583,0.05350,0.01806,0.00262
0.95862,0.02715,0.01291,0.00133
0.75697,0.16861,0.06617,0.00825
0.86996,0.09005,0.03559,0.00441
0.81836,0.11929,0.05651,0.00584
0.81854,0.11915,0.05649,0.00583
0.57379,0.37273,0.03524,0.01824
0.95850,0.02725,0.01292,0.00133
0.95855,0.02721,0.01292,0.00133
0.13690,0.76281,0.06298,0.03732
0.96753,0.02019,0.01130,0.00099
0.97464,0.01495,0.00968,0.00073
0.95666,0.02857,0.01337,0.00140
0.95855,0.02720,0.01292,0.00133
0.16144,0.79264,0.00715,0.03878
0.95855,0.02721,0.01292,0.00133
0.47586,0.39577,0.10901,0.01936
0.05455,0.88475,0.01742,0.04328
0.50962,0.43098,0.03831,0.02109
0.72098,0.25087,0.01587,0.01227
0.46283,0.50354,0.00900,0.02463
0.56216,0.32928,0.09246,0.01611
0.95855,0.02721,0.01292,0.00133
0.77518,0.14368,0.07411,0.00703
0.56198,0.39173,0.02713,0.01916
0.79857,0.16484,0.02852,0.00806
0.85844,0.12392,0.01158,0.00606
0.89132,0.06343,0.04215,0.00310
0.85992,0.12251,0.01158,0.00599
0.95854,0.02721,0.01292,0.00133
0.85567,0.12660,0.01153,0.00619
0.67322,0.27839,0.03477,0.01362
0.85718,0.12514,0.01155,0.00612
0.78257,0.17531,0.03354,0.00858
0.56271,0.40011,0.01761,0.01957
0.82230,0.13664,0.03438,0.00668
0.58503,0.35903,0.03838,0.01756
0.54945,0.39077,0.04067,0.01912
0.92659,0.05335,0.01745,0.00261
0.81869,0.11904,0.05645,0.00582
0.82291,0.11639,0.05501,0.00569
0.81060,0.12562,0.05763,0.00615
0.09815,0.67739,0.19132,0.03314
0.93587,0.04621,0.01566,0.00226
0.95854,0.02721,0.01292,0.00133
0.56700,0.40542,0.00774,0.01983
0.85615,0.08974,0.04972,0.00439
0.40870,0.55835,0.00563,0.02732
0.95850,0.02725,0.01292,0.00133
0.83818,0.12138,0.03450,0.00594
0.82199,0.11689,0.05540,0.00572
0.86615,0.08099,0.04889,0.00396
0.94304,0.04019,0.01480,0.00197
0.23562,0.66116,0.07087,0.03235
0.28779,0.60548,0.07711,0.02962
0.84999,0.13180,0.01176,0.00645
0.14635,0.75808,0.05848,0.03709
0.96768,0.02011,0.01123,0.00098
0.83945,0.14197,0.01163,0.00695
0.10560,0.73419,0.12429,0.03592
0.01099,0.94157,0.00137,0.04606
0.82442,0.11537,0.05457,0.00564
0.53676,0.40630,0.03706,0.01988
0.26291,0.63282,0.07331,0.03096
0.95855,0.02721,0.01292,0.00133
0.96752,0.02019,0.01130,0.00099
0.95852,0.02722,0.01292,0.00133
0.08243,0.87000,0.00500,0.04256
0.82335,0.11608,0.05490,0.00568
0.96797,0.01991,0.01114,0.00097
0.95853,0.02722,0.01292,0.00133
0.97512,0.01457,0.00959,0.00071
0.51821,0.30628,0.16052,0.01498
0.95771,0.02785,0.01308,0.00136
0.95854,0.02721,0.01292,0.00133
0.00989,0.94211,0.00191,0.04609
0.95855,0.02720,0.01292,0.00133
0.95334,0.03068,0.01448,0.00150
0.97451,0.01502,0.00973,0.00073
0.56186,0.37990,0.03965,0.01859
0.50873,0.36859,0.10464,0.01803
0.40392,0.52382,0.04663,0.02563
0.88151,0.06957,0.04552,0.00340
0.20009,0.75187,0.01126,0.03678
0.79977,0.13153,0.06226,0.00644
0.82212,0.11679,0.05537,0.00571
0.28627,0.66546,0.01571,0.03256
0.84718,0.13447,0.01177,0.00658
0.04245,0.90986,0.00317,0.04451
0.47409,0.34572,0.16328,0.01691
0.86034,0.12210,0.01159,0.00597
0.95855,0.02721,0.01292,0.00133
0.00248,0.93415,0.01767,0.04570
0.96780,0.02008,0.01114,0.00098
0.65394,0.29381,0.03788,0.01437
0.86410,0.11815,0.01197,0.00578
0.95854,0.02721,0.01292,0.00133
0.95854,0.02722,0.01292,0.00133
0.95788,0.02766,0.01311,0.00135
0.03805,0.91425,0.00297,0.04473
0.94732,0.03615,0.01476,0.00177
0.04797,0.90050,0.00748,0.04406
0.95853,0.02722,0.01292,0.00133
0.54611,0.39738,0.03707,0.01944
0.00404,0.94782,0.00177,0.04637
0.88271,0.10146,0.01087,0.00496
0.42650,0.51450,0.03384,0.02517
0.95851,0.02723,0.01292,0.00133
0.81888,0.11892,0.05638,0.00582
0.85898,0.12340,0.01158,0.00604
0.64183,0.30966,0.03337,0.01515
0.49631,0.47302,0.00752,0.02314
0.97304,0.01574,0.01046,0.00077
0.85892,0.12346,0.01158,0.00604
0.47844,0.47472,0.02361,0.02323
0.55253,0.41949,0.00746,0.02052
0.64468,0.33212,0.00695,0.01625
0.86696,0.07891,0.05026,0.00386
0.21353,0.73542,0.01506,0.03598
0.47287,0.34646,0.16372,0.01695
0.91859,0.06887,0.00917,0.00337
0.18787,0.76171,0.01315,0.03727
0.97479,0.01488,0.00960,0.00073
0.95771,0.02785,0.01308,0.00136
0.26106,0.51408,0.19971,0.02515
0.55653,0.41562,0.00752,0.02033
0.65115,0.32573,0.00719,0.01594
0.86574,0.11723,0.01129,0.00574
0.45801,0.42582,0.09534,0.02083
0.96791,0.01996,0.01115,0.00098
0.53483,0.41049,0.03461,0.02008
0.57346,0.38358,0.02419,0.01877
0.03605,0.91257,0.00674,0.04465
0.96699,0.02054,0.01147,0.00100
0.85732,0.12501,0.01156,0.00612
0.92899,0.05118,0.01732,0.00250
0.95854,0.02721,0.01292,0.00133
0.85737,0.12496,0.01156,0.00611
0.21913,0.73100,0.01411,0.03576
0.88838,0.09636,0.01054,0.00471
0.92860,0.05149,0.01739,0.00252
0.96799,0.01990,0.01114,0.00097
0.74113,0.21924,0.02890,0.01073
0.95855,0.02721,0.01292,0.00133
0.19235,0.70750,0.06554,0.03461
0.15399,0.55741,0.26133,0.02727
0.52214,0.30218,0.16090,0.01478
0.20683,0.69828,0.06072,0.03416
0.85382,0.09210,0.04958,0.00451
0.84807,0.13336,0.01204,0.00652
0.92710,0.05278,0.01754,0.00258
0.81900,0.11884,0.05635,0.00581
0.82158,0.11722,0.05546,0.00573
0.93028,0.05011,0.01717,0.00245
0.96797,0.01991,0.01114,0.00097
0.23969,0.71877,0.00638,0.03516
0.97513,0.01456,0.00959,0.00071
0.94626,0.03700,0.01492,0.00181
0.15925,0.78986,0.01224,0.03864
0.53652,0.42040,0.02251,0.02057
0.00853,0.93558,0.01011,0.04577
0.95862,0.02714,0.01291,0.00133
0.85700,0.12532,0.01155,0.00613
0.03302,0.92056,0.00139,0.04504
0.04176,0.89852,0.01576,0.04396
0.82221,0.11680,0.05527,0.00571
0.95855,0.02721,0.01292,0.00133
0.94383,0.03915,0.01511,0.00192
0.80505,0.17551,0.01085,0.00859
0.95666,0.02869,0.01325,0.00140
0.91063,0.06690,0.01921,0.00327
0.19944,0.72433,0.04080,0.03544
0.81276,0.12028,0.06107,0.00588
0.34740,0.61193,0.01073,0.02994
0.47160,0.48680,0.01779,0.02382
0.85702,0.12529,0.01156,0.00613
0.82467,0.15472,0.01304,0.00757
0.85624,0.08997,0.04939,0.00440
0.92859,0.05149,0.01740,0.00252
0.00261,0.89375,0.05992,0.04373
0.95854,0.02721,0.01292,0.00133
0.52103,0.42188,0.03645,0.02064
0.93575,0.04623,0.01576,0.00226
0.88345,0.06920,0.04397,0.00339
0.43668,0.50485,0.03377,0.02470
0.00915,0.93020,0.01515,0.04551
0.03360,0.90359,0.01860,0.04421
0.92774,0.05231,0.01739,0.00256
0.04113,0.87351,0.04263,0.04273
0.95854,0.02721,0.01292,0.00133
0.95742,0.02797,0.01325,0.00137
0.95855,0.02721,0.01292,0.00133
0.93382,0.04743,0.01643,0.00232
0.89360,0.07659,0.02606,0.00375
0.58823,0.35656,0.03777,0.01744
0.88162,0.06943,0.04555,0.00340
0.81816,0.11940,0.05660,0.00584
0.95855,0.02721,0.01292,0.00133
0.93973,0.05084,0.00694,0.00249
0.75124,0.17984,0.06013,0.00880
0.95267,0.03188,0.01389,0.00156
0.93028,0.05011,0.01717,0.00245
0.83243,0.14854,0.01176,0.00727
0.51846,0.30384,0.16284,0.01486
0.95862,0.02715,0.01291,0.00133
0.60658,0.35129,0.02495,0.01719
0.21002,0.56942,0.19270,0.02786
0.04973,0.88885,0.01793,0.04349
0.95855,0.02721,0.01292,0.00133
0.95852,0.02723,0.01292,0.00133
0.97483,0.01485,0.00960,0.00073
0.86007,0.12222,0.01173,0.00598
0.83005,0.12811,0.03557,0.00627
0.19515,0.75403,0.01393,0.03689
0.94731,0.03616,0.01476,0.00177
0.96752,0.02019,0.01130,0.00099
0.54349,0.31548,0.12560,0.01543
0.09054,0.80501,0.06507,0.03938
0.55125,0.42045,0.00773,0.02057
0.97479,0.01488,0.00960,0.00073
0.96756,0.02030,0.01115,0.00099
0.81640,0.12257,0.05503,0.00600
0.92657,0.05336,0.01746,0.00261
0.43692,0.53120,0.00589,0.02599
0.05495,0.86285,0.03999,0.04221
0.82317,0.11603,0.05512,0.00568
0.23256,0.71861,0.01367,0.03516
0.95854,0.02721,0.01292,0.00133
0.43069,0.40483,0.14468,0.01981
0.53434,0.34926,0.09931,0.01709
0.83908,0.14137,0.01263,0.00692
0.48817,0.33902,0.15623,0.01659
0.49026,0.44919,0.03857,0.02198
0.03424,0.85496,0.06898,0.04183
0.05475,0.85816,0.04511,0.04198
0.95853,0.02722,0.01292,0.00133
0.65940,0.29178,0.03454,0.01427
0.46228,0.49401,0.01955,0.02417
0.91039,0.07643,0.00943,0.00374
0.30969,0.61644,0.04371,0.03016
0.77075,0.20800,0.01108,0.01018
0.53795,0.42477,0.01650,0.02078
0.96870,0.01949,0.01086,0.00095
0.94681,0.03648,0.01493,0.00178
0.19321,0.75495,0.01490,0.03693
0.90656,0.04847,0.04260,0.00237
0.19993,0.74969,0.01371,0.03668
0.20745,0.74230,0.01393,0.03632
0.52595,0.41661,0.03705,0.02038
